session_id,session_label,lap_number,lap_time_s,distance_m,track_section,sector,speed_kmh,throttle_pct,brake_pressure_pct,rpm,steering_angle_deg,battery_voltage_v,powertrain_temp_c
S02,Baseline practice,4,16.3,359.68,Turn 1 Medium Left,Sector 1,62.65,32.9,0.0,6912.0,-54.4,392.55,63.04
S02,Baseline practice,4,16.8,368.46,Turn 1 Medium Left,Sector 1,63.54,0.5,16.0,6985.0,-39.5,396.28,62.77
S02,Baseline practice,4,17.3,377.23,Turn 1 Medium Left,Sector 1,63.4,2.6,16.2,6974.0,-29.7,397.07,62.51
S02,Baseline practice,4,17.8,385.97,Turn 1 Medium Left,Sector 1,63.05,33.2,0.0,6945.0,-11.9,392.98,62.31
S02,Baseline practice,4,18.3,394.87,Back Straight,Sector 2,66.27,96.0,0.0,7207.0,-0.1,386.4,62.49
S02,Baseline practice,4,18.8,404.68,Back Straight,Sector 2,73.52,100.0,0.0,7799.0,0.3,385.08,63.03
S02,Baseline practice,4,19.3,415.44,Back Straight,Sector 2,79.97,99.9,0.0,8326.0,-0.8,385.99,63.64
S02,Baseline practice,4,19.8,427.03,Back Straight,Sector 2,85.65,97.2,0.0,8789.0,0.7,385.43,64.3
S02,Baseline practice,4,20.3,439.34,Back Straight,Sector 2,90.52,100.0,0.0,9186.0,3.1,385.35,65.01
S02,Baseline practice,4,20.8,452.28,Back Straight,Sector 2,94.8,100.0,0.0,9536.0,-1.2,384.61,65.76
S02,Baseline practice,4,21.3,465.67,Back Straight,Sector 2,96.99,42.8,0.0,9715.0,0.2,391.38,65.96
S02,Baseline practice,4,21.8,479.23,Back Straight,Sector 2,97.95,41.6,0.0,9793.0,3.3,391.56,66.0
S02,Baseline practice,4,22.3,492.91,Back Straight,Sector 2,98.96,42.1,0.0,9875.0,-0.7,390.57,66.07
S02,Baseline practice,4,22.8,506.74,Back Straight,Sector 2,99.91,42.0,0.0,9953.0,1.0,391.31,66.15
S02,Baseline practice,4,23.3,519.82,Back Straight,Sector 2,85.18,0.0,96.1,8751.0,-3.1,396.96,65.78
S02,Baseline practice,4,23.8,530.01,Back Straight,Sector 2,67.48,0.0,35.3,7307.0,1.9,395.63,65.29
S02,Baseline practice,4,24.3,538.73,Back Straight,Sector 2,60.4,2.4,19.0,6728.0,-1.5,395.64,64.82
S02,Baseline practice,4,24.8,546.8,Back Straight,Sector 2,56.97,0.9,14.6,6449.0,-0.4,395.34,64.34
S02,Baseline practice,4,25.3,554.6,Back Straight,Sector 2,55.59,98.5,0.0,6336.0,-0.5,386.64,64.21
S02,Baseline practice,4,25.8,562.48,Technical Esses,Sector 2,56.66,0.0,14.9,6423.0,4.8,396.61,63.91
S02,Baseline practice,4,26.3,570.26,Technical Esses,Sector 2,56.42,0.0,17.4,6404.0,18.6,396.35,63.6
S02,Baseline practice,4,26.8,578.03,Technical Esses,Sector 2,56.14,31.3,0.0,6381.0,31.5,393.56,63.36
S02,Baseline practice,4,27.3,585.81,Technical Esses,Sector 2,55.8,34.6,0.0,6354.0,49.9,393.02,63.06
S02,Baseline practice,4,27.8,593.58,Technical Esses,Sector 2,55.51,36.3,0.0,6330.0,62.1,392.79,62.78
S02,Baseline practice,4,28.3,601.39,Technical Esses,Sector 2,56.6,3.1,18.1,6419.0,70.8,396.11,62.48
S02,Baseline practice,4,28.8,609.17,Technical Esses,Sector 2,56.17,30.9,0.0,6383.0,80.0,393.92,62.24
S02,Baseline practice,4,29.3,616.96,Technical Esses,Sector 2,55.82,37.3,0.0,6355.0,86.5,393.29,61.96
S02,Baseline practice,4,29.8,624.76,Technical Esses,Sector 2,55.88,28.6,0.0,6359.0,90.9,394.2,61.68
S02,Baseline practice,4,30.3,632.5,Technical Esses,Sector 2,55.41,39.3,0.0,6321.0,90.4,392.61,61.43
S02,Baseline practice,4,30.8,640.29,Technical Esses,Sector 2,55.61,31.5,0.0,6338.0,86.0,391.9,61.16
S02,Baseline practice,4,31.3,648.09,Technical Esses,Sector 2,56.56,5.2,15.4,6415.0,81.5,395.18,60.89
S02,Baseline practice,4,31.8,655.86,Technical Esses,Sector 2,56.35,0.0,15.0,6398.0,74.4,396.11,60.63
S02,Baseline practice,4,32.3,663.65,Technical Esses,Sector 2,56.25,0.5,12.3,6390.0,66.1,395.64,60.36
S02,Baseline practice,4,32.8,671.42,Technical Esses,Sector 2,56.02,33.6,0.0,6371.0,57.5,392.93,60.14
S02,Baseline practice,4,33.3,679.2,Technical Esses,Sector 2,55.97,32.2,0.0,6367.0,39.3,393.22,59.88
S02,Baseline practice,4,33.8,686.97,Technical Esses,Sector 2,55.92,33.1,0.0,6363.0,20.8,391.99,59.63
S02,Baseline practice,4,34.3,694.73,Technical Esses,Sector 2,55.84,34.9,0.0,6356.0,13.2,392.92,59.38
S02,Baseline practice,4,34.8,702.6,Long Straight,Sector 3,58.37,100.0,0.0,6563.0,-0.5,386.2,59.42
S02,Baseline practice,4,35.3,711.39,Long Straight,Sector 3,66.43,100.0,0.0,7221.0,2.9,387.18,59.9
S02,Baseline practice,4,35.8,721.24,Long Straight,Sector 3,73.79,99.6,0.0,7821.0,-0.7,385.94,60.48
S02,Baseline practice,4,36.3,732.04,Long Straight,Sector 3,80.26,97.0,0.0,8350.0,-2.5,385.09,61.12
S02,Baseline practice,4,36.8,743.66,Long Straight,Sector 3,85.86,100.0,0.0,8806.0,-0.3,384.33,61.82
S02,Baseline practice,4,37.3,755.99,Long Straight,Sector 3,90.69,100.0,0.0,9200.0,-1.2,384.68,62.55
S02,Baseline practice,4,37.8,768.95,Long Straight,Sector 3,94.94,98.3,0.0,9547.0,-1.9,385.07,63.33
S02,Baseline practice,4,38.3,782.45,Long Straight,Sector 3,98.59,98.7,0.0,9845.0,-4.5,384.76,64.14
S02,Baseline practice,4,38.8,796.41,Long Straight,Sector 3,101.7,100.0,0.0,10098.0,3.2,383.88,64.96
S02,Baseline practice,4,39.3,810.76,Long Straight,Sector 3,104.44,94.0,0.0,10322.0,3.4,384.29,65.82
S02,Baseline practice,4,39.8,825.46,Long Straight,Sector 3,106.74,100.0,0.0,10510.0,0.2,383.41,66.7
S02,Baseline practice,4,40.3,840.46,Long Straight,Sector 3,108.72,97.8,0.0,10671.0,0.6,382.63,67.58
S02,Baseline practice,4,40.8,855.7,Long Straight,Sector 3,110.4,100.0,0.0,10809.0,-1.2,382.21,68.48
S02,Baseline practice,4,41.3,871.16,Long Straight,Sector 3,111.86,2.2,100.0,10928.0,0.3,396.5,69.11
S02,Baseline practice,4,41.8,884.62,Long Straight,Sector 3,87.07,0.0,100.0,8905.0,-0.5,395.33,68.59
S02,Baseline practice,4,42.3,894.62,Long Straight,Sector 3,61.97,0.0,100.0,6857.0,-1.0,396.99,68.08
S02,Baseline practice,4,42.8,901.56,Long Straight,Sector 3,44.49,3.5,32.1,5430.0,-0.6,394.88,67.57
S02,Baseline practice,4,43.3,907.25,Long Straight,Sector 3,39.28,2.4,16.2,5005.0,0.4,396.71,67.07
S02,Baseline practice,4,43.8,912.72,Long Straight,Sector 3,38.68,97.5,0.0,4956.0,0.3,388.37,66.83
S02,Baseline practice,4,44.3,918.24,Long Straight,Sector 3,40.4,0.0,14.5,5097.0,1.7,396.43,66.46
S02,Baseline practice,4,44.8,923.67,Hairpin,Sector 3,39.04,0.0,14.6,4986.0,-12.5,395.7,66.04
S02,Baseline practice,4,45.3,929.07,Hairpin,Sector 3,39.27,1.4,16.4,5004.0,-38.8,396.41,65.67
S02,Baseline practice,4,45.8,934.45,Hairpin,Sector 3,39.3,1.2,16.1,5007.0,-57.9,395.29,65.31
S02,Baseline practice,4,46.3,939.85,Hairpin,Sector 3,39.4,2.8,16.7,5015.0,-77.7,395.28,64.95
S02,Baseline practice,4,46.8,945.23,Hairpin,Sector 3,39.2,0.0,15.2,4999.0,-91.8,395.49,64.58
S02,Baseline practice,4,47.3,950.61,Hairpin,Sector 3,39.28,0.0,14.8,5005.0,-106.9,394.9,64.22
S02,Baseline practice,4,47.8,956.01,Hairpin,Sector 3,39.37,3.1,18.1,5012.0,-111.2,396.63,63.87
S02,Baseline practice,4,48.3,961.38,Hairpin,Sector 3,39.22,0.0,15.3,5000.0,-120.2,395.48,63.52
S02,Baseline practice,4,48.8,966.79,Hairpin,Sector 3,39.08,0.5,13.8,4989.0,-120.7,395.71,63.18
S02,Baseline practice,4,49.3,972.2,Hairpin,Sector 3,39.15,1.0,17.5,4995.0,-117.4,395.6,62.83
S02,Baseline practice,4,49.8,977.59,Hairpin,Sector 3,39.07,0.0,15.0,4988.0,-108.4,396.13,62.49
S02,Baseline practice,4,50.3,982.98,Hairpin,Sector 3,39.15,0.0,15.1,4994.0,-99.3,396.99,62.16
S02,Baseline practice,4,50.8,988.38,Hairpin,Sector 3,39.18,0.0,16.2,4997.0,-83.0,395.44,61.83
S02,Baseline practice,4,51.3,993.78,Hairpin,Sector 3,39.2,0.0,14.8,4998.0,-67.8,396.73,61.5
S02,Baseline practice,4,51.8,999.18,Hairpin,Sector 3,39.15,3.6,15.2,4995.0,-43.4,395.51,61.17
S02,Baseline practice,4,52.3,1004.58,Hairpin,Sector 3,39.22,1.8,20.4,5001.0,-20.8,396.33,60.86
S02,Baseline practice,4,52.8,1009.96,Hairpin,Sector 3,39.13,0.0,13.6,4993.0,3.8,396.78,60.55
S02,Baseline practice,4,53.3,1015.75,Final Corner,Sector 3,44.89,79.8,0.0,5463.0,12.5,389.08,60.66
S02,Baseline practice,4,53.8,1022.63,Final Corner,Sector 3,52.55,74.6,0.0,6088.0,23.1,389.8,60.84
S02,Baseline practice,4,54.3,1030.5,Final Corner,Sector 3,59.4,77.5,0.0,6647.0,35.4,389.46,61.08
S02,Baseline practice,4,54.8,1039.28,Final Corner,Sector 3,65.64,80.3,0.0,7156.0,44.6,387.48,61.37
S02,Baseline practice,4,55.3,1048.89,Final Corner,Sector 3,71.4,37.3,0.0,7626.0,52.7,392.7,61.62
S02,Baseline practice,4,55.8,1058.98,Final Corner,Sector 3,73.42,37.0,0.0,7791.0,52.6,392.93,61.55
S02,Baseline practice,4,56.3,1069.18,Final Corner,Sector 3,73.06,38.1,0.0,7762.0,48.1,392.22,61.33
S02,Baseline practice,4,56.8,1079.38,Final Corner,Sector 3,73.78,36.8,0.0,7821.0,35.0,392.34,61.19
S02,Baseline practice,4,57.3,1089.6,Final Corner,Sector 3,73.36,38.4,0.0,7786.0,21.2,392.71,61.0
S02,Baseline practice,4,57.8,1099.84,Final Corner,Sector 3,73.22,40.5,0.0,7775.0,3.1,391.28,60.79
S02,Baseline practice,5,0.4,8.55,Main Straight,Sector 1,78.88,99.8,0.0,8236.0,1.7,385.67,61.41
S02,Baseline practice,5,0.9,20.0,Main Straight,Sector 1,84.62,100.0,0.0,8705.0,1.4,383.51,62.08
S02,Baseline practice,5,1.4,32.18,Main Straight,Sector 1,89.71,100.0,0.0,9120.0,-1.8,385.07,62.82
S02,Baseline practice,5,1.9,45.01,Main Straight,Sector 1,94.06,100.0,0.0,9476.0,1.3,384.09,63.58
S02,Baseline practice,5,2.4,58.4,Main Straight,Sector 1,97.86,100.0,0.0,9785.0,3.4,383.17,64.38
S02,Baseline practice,5,2.9,72.27,Main Straight,Sector 1,101.14,96.0,0.0,10053.0,-0.6,383.56,65.21
S02,Baseline practice,5,3.4,86.55,Main Straight,Sector 1,103.88,98.0,0.0,10277.0,-4.2,384.05,66.05
S02,Baseline practice,5,3.9,101.18,Main Straight,Sector 1,106.27,100.0,0.0,10471.0,-0.1,383.0,66.91
S02,Baseline practice,5,4.4,116.12,Main Straight,Sector 1,108.33,99.9,0.0,10640.0,-0.4,382.92,67.8
S02,Baseline practice,5,4.9,131.31,Main Straight,Sector 1,110.1,99.7,0.0,10784.0,4.5,382.55,68.71
S02,Baseline practice,5,5.4,146.73,Main Straight,Sector 1,111.61,97.9,0.0,10908.0,0.1,382.27,69.62
S02,Baseline practice,5,5.9,162.34,Main Straight,Sector 1,112.88,44.1,0.0,11011.0,4.0,390.89,70.37
S02,Baseline practice,5,6.4,176.7,Main Straight,Sector 1,94.74,1.0,66.4,9530.0,-0.6,395.93,69.85
S02,Baseline practice,5,6.9,188.72,Main Straight,Sector 1,82.33,3.5,35.5,8518.0,-0.1,395.22,69.33
S02,Baseline practice,5,7.4,199.56,Main Straight,Sector 1,75.87,3.9,18.6,7991.0,0.2,395.21,68.82
S02,Baseline practice,5,7.9,209.78,Main Straight,Sector 1,72.28,0.0,14.8,7698.0,-1.9,396.58,68.31
S02,Baseline practice,5,8.4,219.69,Main Straight,Sector 1,70.55,99.1,0.0,7557.0,-1.1,385.41,68.19
S02,Baseline practice,5,8.9,229.44,Turn 1 Braking Zone,Sector 1,68.29,0.0,17.9,7373.0,-0.5,395.44,67.69
S02,Baseline practice,5,9.4,238.6,Turn 1 Braking Zone,Sector 1,64.47,0.0,18.4,7061.0,-2.8,395.91,67.18
S02,Baseline practice,5,9.9,247.4,Turn 1 Braking Zone,Sector 1,62.77,79.1,0.0,6922.0,-1.9,388.4,66.98
S02,Baseline practice,5,10.4,256.18,Turn 1 Braking Zone,Sector 1,62.86,79.5,0.0,6930.0,-1.2,387.47,66.76
S02,Baseline practice,5,10.9,264.99,Turn 1 Braking Zone,Sector 1,63.07,0.0,13.4,6946.0,-1.6,395.77,66.4
S02,Baseline practice,5,11.4,273.78,Turn 1 Braking Zone,Sector 1,63.47,0.1,15.4,6979.0,0.6,395.62,66.22
S02,Baseline practice,5,11.9,282.53,Turn 1 Medium Left,Sector 1,62.68,32.9,0.0,6915.0,-5.6,392.84,65.99
S02,Baseline practice,5,12.4,291.24,Turn 1 Medium Left,Sector 1,62.25,39.1,0.0,6879.0,-23.3,390.75,65.69
S02,Baseline practice,5,12.9,299.98,Turn 1 Medium Left,Sector 1,63.36,0.0,16.5,6970.0,-42.7,395.36,65.38
S02,Baseline practice,5,13.4,308.74,Turn 1 Medium Left,Sector 1,63.43,0.0,14.4,6976.0,-54.4,396.04,65.09
S02,Baseline practice,5,13.9,317.47,Turn 1 Medium Left,Sector 1,63.27,1.0,15.6,6962.0,-59.5,396.08,64.81
S02,Baseline practice,5,14.4,326.23,Turn 1 Medium Left,Sector 1,63.43,0.0,13.7,6976.0,-70.3,394.88,64.55
S02,Baseline practice,5,14.9,334.97,Turn 1 Medium Left,Sector 1,63.26,0.0,16.5,6962.0,-72.8,395.54,64.26
S02,Baseline practice,5,15.4,343.72,Turn 1 Medium Left,Sector 1,63.23,2.9,14.5,6959.0,-68.5,395.67,63.99
S02,Baseline practice,5,15.9,352.45,Turn 1 Medium Left,Sector 1,63.08,0.7,16.0,6947.0,-63.0,395.63,63.71
S02,Baseline practice,5,16.4,361.18,Turn 1 Medium Left,Sector 1,63.16,3.4,16.0,6954.0,-52.4,396.33,63.45
S02,Baseline practice,5,16.9,369.9,Turn 1 Medium Left,Sector 1,62.91,36.4,0.0,6934.0,-37.1,390.54,63.23
S02,Baseline practice,5,17.4,378.63,Turn 1 Medium Left,Sector 1,62.76,33.5,0.0,6921.0,-22.9,392.3,62.97
S02,Baseline practice,5,17.9,387.37,Turn 1 Medium Left,Sector 1,63.03,4.1,15.6,6943.0,-3.6,394.75,62.65
S02,Baseline practice,5,18.4,396.33,Back Straight,Sector 2,67.43,97.8,0.0,7303.0,1.5,386.23,63.01
S02,Baseline practice,5,18.9,406.3,Back Straight,Sector 2,74.63,100.0,0.0,7890.0,0.5,385.71,63.56
S02,Baseline practice,5,19.4,417.2,Back Straight,Sector 2,80.96,100.0,0.0,8406.0,-0.2,385.03,64.18
S02,Baseline practice,5,19.9,428.92,Back Straight,Sector 2,86.5,100.0,0.0,8858.0,0.0,384.42,64.85
S02,Baseline practice,5,20.4,441.34,Back Straight,Sector 2,91.32,100.0,0.0,9252.0,0.3,384.9,65.56
S02,Baseline practice,5,20.9,454.38,Back Straight,Sector 2,95.47,97.1,0.0,9591.0,-2.0,384.57,66.31
S02,Baseline practice,5,21.4,467.8,Back Straight,Sector 2,97.05,45.1,0.0,9720.0,-1.4,390.56,66.36
S02,Baseline practice,5,21.9,481.36,Back Straight,Sector 2,97.98,42.0,0.0,9795.0,2.9,391.75,66.38
S02,Baseline practice,5,22.4,495.05,Back Straight,Sector 2,98.94,42.4,0.0,9874.0,0.3,390.0,66.43
S02,Baseline practice,5,22.9,508.87,Back Straight,Sector 2,99.84,34.6,0.0,9947.0,2.3,392.43,66.47
S02,Baseline practice,5,23.4,521.38,Back Straight,Sector 2,80.14,0.9,79.1,8339.0,-1.5,396.17,65.98
S02,Baseline practice,5,23.9,531.14,Back Straight,Sector 2,65.57,0.0,34.0,7150.0,-0.3,395.28,65.49
S02,Baseline practice,5,24.4,539.69,Back Straight,Sector 2,59.47,2.1,18.1,6653.0,-0.2,395.95,65.01
S02,Baseline practice,5,24.9,547.69,Back Straight,Sector 2,58.1,1.1,16.3,6541.0,-1.1,396.07,64.7
S02,Baseline practice,5,25.4,555.58,Back Straight,Sector 2,56.76,0.0,17.7,6431.0,0.7,396.34,64.4
S02,Baseline practice,5,25.9,563.44,Technical Esses,Sector 2,56.57,0.0,12.5,6416.0,8.8,396.27,64.15
S02,Baseline practice,5,26.4,571.26,Technical Esses,Sector 2,56.77,0.0,13.3,6433.0,21.8,395.7,63.85
S02,Baseline practice,5,26.9,579.08,Technical Esses,Sector 2,56.77,0.0,15.4,6432.0,36.1,396.32,63.55
S02,Baseline practice,5,27.4,586.87,Technical Esses,Sector 2,56.58,2.2,15.7,6417.0,50.6,395.37,63.26
S02,Baseline practice,5,27.9,594.69,Technical Esses,Sector 2,56.47,0.6,12.0,6408.0,59.5,395.49,62.96
S02,Baseline practice,5,28.4,602.53,Technical Esses,Sector 2,56.78,0.0,13.0,6433.0,72.4,396.73,62.69
S02,Baseline practice,5,28.9,610.35,Technical Esses,Sector 2,56.79,0.0,18.4,6434.0,82.0,395.33,62.4
S02,Baseline practice,5,29.4,618.17,Technical Esses,Sector 2,56.49,0.0,15.6,6410.0,87.4,396.07,62.11
S02,Baseline practice,5,29.9,625.98,Technical Esses,Sector 2,56.51,0.0,13.3,6411.0,88.7,394.95,61.84
S02,Baseline practice,5,30.4,633.79,Technical Esses,Sector 2,56.36,32.7,0.0,6399.0,91.8,393.04,61.61
S02,Baseline practice,5,30.9,641.6,Technical Esses,Sector 2,56.34,31.5,0.0,6397.0,88.1,393.6,61.35
S02,Baseline practice,5,31.4,649.4,Technical Esses,Sector 2,56.03,27.9,0.0,6372.0,84.0,393.09,61.07
S02,Baseline practice,5,31.9,657.23,Technical Esses,Sector 2,55.8,33.6,0.0,6353.0,74.2,392.75,60.8
S02,Baseline practice,5,32.4,665.04,Technical Esses,Sector 2,55.74,33.0,0.0,6348.0,62.8,392.42,60.52
S02,Baseline practice,5,32.9,672.85,Technical Esses,Sector 2,55.67,27.8,0.0,6342.0,53.5,393.06,60.26
S02,Baseline practice,5,33.4,680.65,Technical Esses,Sector 2,56.57,0.0,15.4,6416.0,38.0,396.05,59.99
S02,Baseline practice,5,33.9,688.48,Technical Esses,Sector 2,56.57,0.0,16.4,6416.0,22.9,395.56,59.73
S02,Baseline practice,5,34.4,696.28,Technical Esses,Sector 2,56.43,27.4,0.0,6405.0,4.6,391.79,59.53
S02,Baseline practice,5,34.9,704.29,Long Straight,Sector 3,60.12,97.4,0.0,6706.0,2.1,385.93,59.67
S02,Baseline practice,5,35.4,713.31,Long Straight,Sector 3,68.07,98.7,0.0,7354.0,-2.5,386.56,60.18
S02,Baseline practice,5,35.9,723.36,Long Straight,Sector 3,75.15,99.3,0.0,7932.0,0.5,385.08,60.76
S02,Baseline practice,5,36.4,734.33,Long Straight,Sector 3,81.45,98.4,0.0,8446.0,0.0,384.92,61.41
S02,Baseline practice,5,36.9,746.1,Long Straight,Sector 3,86.75,99.7,0.0,8879.0,1.6,384.34,62.09
S02,Baseline practice,5,37.4,758.55,Long Straight,Sector 3,91.53,100.0,0.0,9269.0,0.1,384.32,62.84
S02,Baseline practice,5,37.9,771.61,Long Straight,Sector 3,95.61,95.8,0.0,9602.0,-1.3,383.68,63.6
S02,Baseline practice,5,38.4,785.19,Long Straight,Sector 3,99.18,96.3,0.0,9893.0,-1.7,383.56,64.42
S02,Baseline practice,5,38.9,799.23,Long Straight,Sector 3,102.22,100.0,0.0,10142.0,1.5,383.78,65.26
S02,Baseline practice,5,39.4,813.65,Long Straight,Sector 3,104.87,100.0,0.0,10357.0,0.3,382.98,66.12
S02,Baseline practice,5,39.9,828.41,Long Straight,Sector 3,107.16,100.0,0.0,10545.0,0.2,383.51,67.02
S02,Baseline practice,5,40.4,843.46,Long Straight,Sector 3,109.11,100.0,0.0,10703.0,0.6,383.67,67.92
S02,Baseline practice,5,40.9,858.75,Long Straight,Sector 3,110.74,97.5,0.0,10836.0,-0.3,383.67,68.81
S02,Baseline practice,5,41.4,873.82,Long Straight,Sector 3,101.71,0.0,97.4,10099.0,0.0,396.35,68.87
S02,Baseline practice,5,41.9,885.88,Long Straight,Sector 3,76.97,0.4,94.7,8081.0,2.1,396.27,68.35
S02,Baseline practice,5,42.4,894.53,Long Straight,Sector 3,52.58,0.0,64.2,6090.0,1.8,395.94,67.84
S02,Baseline practice,5,42.9,900.78,Long Straight,Sector 3,41.64,1.2,17.4,5198.0,-0.2,395.64,67.34
S02,Baseline practice,5,43.4,906.3,Long Straight,Sector 3,40.39,1.3,14.8,5096.0,-0.1,396.43,66.97
S02,Baseline practice,5,43.9,911.76,Long Straight,Sector 3,39.75,0.0,15.8,5043.0,-2.2,395.8,66.6
S02,Baseline practice,5,44.4,917.18,Long Straight,Sector 3,38.45,100.0,0.0,4938.0,-1.9,388.15,66.36
S02,Baseline practice,5,44.9,922.62,Hairpin,Sector 3,38.69,32.0,0.0,4957.0,-8.9,394.35,65.96
S02,Baseline practice,5,45.4,927.99,Hairpin,Sector 3,38.7,0.0,19.1,4958.0,-32.9,395.01,65.54
S02,Baseline practice,5,45.9,933.31,Hairpin,Sector 3,38.5,30.2,0.0,4941.0,-53.3,393.09,65.21
S02,Baseline practice,5,46.4,938.68,Hairpin,Sector 3,38.94,0.0,17.0,4977.0,-72.8,396.04,64.81
S02,Baseline practice,5,46.9,944.05,Hairpin,Sector 3,38.89,4.9,14.0,4974.0,-92.1,394.62,64.46
S02,Baseline practice,5,47.4,949.4,Hairpin,Sector 3,39.1,0.0,15.7,4990.0,-102.8,395.1,64.11
S02,Baseline practice,5,47.9,954.75,Hairpin,Sector 3,38.97,0.0,17.2,4980.0,-108.2,396.14,63.75
S02,Baseline practice,5,48.4,960.11,Hairpin,Sector 3,38.89,1.6,15.4,4973.0,-123.5,395.21,63.41
S02,Baseline practice,5,48.9,965.48,Hairpin,Sector 3,38.98,2.0,10.4,4981.0,-120.4,395.22,63.06
S02,Baseline practice,5,49.4,970.85,Hairpin,Sector 3,39.15,0.0,12.6,4995.0,-115.7,395.64,62.72
S02,Baseline practice,5,49.9,976.21,Hairpin,Sector 3,38.18,30.0,0.0,4916.0,-114.4,391.86,62.39
S02,Baseline practice,5,50.4,981.58,Hairpin,Sector 3,38.95,0.0,14.6,4978.0,-102.8,396.04,62.02
S02,Baseline practice,5,50.9,986.93,Hairpin,Sector 3,39.02,0.0,18.5,4984.0,-85.4,394.78,61.7
S02,Baseline practice,5,51.4,992.28,Hairpin,Sector 3,38.69,27.8,0.0,4957.0,-66.5,393.82,61.4
S02,Baseline practice,5,51.9,997.65,Hairpin,Sector 3,38.65,32.4,0.0,4954.0,-47.1,393.69,61.08
S02,Baseline practice,5,52.4,1003.04,Hairpin,Sector 3,38.69,31.6,0.0,4957.0,-32.0,393.21,60.76
S02,Baseline practice,5,52.9,1008.41,Hairpin,Sector 3,38.44,34.4,0.0,4937.0,-6.1,394.03,60.44
S02,Baseline practice,5,53.4,1014.04,Final Corner,Sector 3,43.37,81.6,0.0,5339.0,5.9,388.1,60.44
S02,Baseline practice,5,53.9,1020.7,Final Corner,Sector 3,51.04,75.3,0.0,5965.0,20.0,389.36,60.61
S02,Baseline practice,5,54.4,1028.36,Final Corner,Sector 3,57.88,77.4,0.0,6523.0,34.1,388.72,60.82
S02,Baseline practice,5,54.9,1036.94,Final Corner,Sector 3,64.33,79.8,0.0,7049.0,48.5,387.85,61.11
S02,Baseline practice,5,55.4,1046.39,Final Corner,Sector 3,70.36,84.4,0.0,7542.0,53.6,386.94,61.46
S02,Baseline practice,5,55.9,1056.44,Final Corner,Sector 3,73.22,37.8,0.0,7775.0,54.4,391.92,61.4
S02,Baseline practice,5,56.4,1066.62,Final Corner,Sector 3,72.96,39.1,0.0,7754.0,46.3,392.06,61.19
S02,Baseline practice,5,56.9,1076.78,Final Corner,Sector 3,72.79,35.3,0.0,7739.0,42.4,391.47,60.99
S02,Baseline practice,5,57.4,1086.95,Final Corner,Sector 3,73.49,0.6,17.0,7797.0,25.3,395.74,60.76
S02,Baseline practice,5,57.9,1097.1,Final Corner,Sector 3,73.16,30.4,0.0,7770.0,5.2,392.01,60.62
S02,Baseline practice,6,0.3,6.29,Main Straight,Sector 1,76.78,97.8,0.0,8065.0,2.5,384.45,61.02
S02,Baseline practice,6,0.8,17.46,Main Straight,Sector 1,82.78,98.2,0.0,8555.0,-0.7,384.18,61.67
S02,Baseline practice,6,1.3,29.41,Main Straight,Sector 1,88.06,100.0,0.0,8985.0,-3.2,383.41,62.38
S02,Baseline practice,6,1.8,42.03,Main Straight,Sector 1,92.68,98.4,0.0,9363.0,-3.5,383.91,63.14
S02,Baseline practice,6,2.3,55.25,Main Straight,Sector 1,96.69,100.0,0.0,9690.0,2.1,382.58,63.95
S02,Baseline practice,6,2.8,68.97,Main Straight,Sector 1,100.11,100.0,0.0,9969.0,-0.8,382.42,64.77
S02,Baseline practice,6,3.3,83.12,Main Straight,Sector 1,103.08,100.0,0.0,10211.0,2.1,382.58,65.63
S02,Baseline practice,6,3.8,97.66,Main Straight,Sector 1,105.61,98.0,0.0,10418.0,-2.7,382.6,66.5
S02,Baseline practice,6,4.3,112.51,Main Straight,Sector 1,107.78,99.9,0.0,10595.0,2.5,382.22,67.39
S02,Baseline practice,6,4.8,127.64,Main Straight,Sector 1,109.63,97.8,0.0,10746.0,1.2,382.57,68.29
S02,Baseline practice,6,5.3,142.99,Main Straight,Sector 1,111.19,100.0,0.0,10873.0,-0.6,383.34,69.2
S02,Baseline practice,6,5.8,158.55,Main Straight,Sector 1,112.54,99.8,0.0,10984.0,-2.0,381.9,70.12
S02,Baseline practice,6,6.3,173.8,Main Straight,Sector 1,102.87,0.0,87.5,10194.0,-1.3,393.95,69.83
S02,Baseline practice,6,6.8,186.58,Main Straight,Sector 1,86.21,3.4,40.3,8835.0,0.8,393.98,69.32
S02,Baseline practice,6,7.3,197.79,Main Straight,Sector 1,77.81,0.0,19.3,8149.0,2.9,395.67,68.8
S02,Baseline practice,6,7.8,208.24,Main Straight,Sector 1,73.86,0.0,15.6,7827.0,-1.2,393.96,68.28
S02,Baseline practice,6,8.3,218.28,Main Straight,Sector 1,71.93,1.6,14.6,7670.0,-2.0,395.42,67.98
S02,Baseline practice,6,8.8,228.13,Turn 1 Braking Zone,Sector 1,69.89,0.0,22.9,7503.0,2.4,395.13,67.61
S02,Baseline practice,6,9.3,237.42,Turn 1 Braking Zone,Sector 1,65.27,0.0,12.3,7126.0,-1.9,395.51,67.12
S02,Baseline practice,6,9.8,246.27,Turn 1 Braking Zone,Sector 1,63.82,1.5,16.2,7008.0,-2.0,394.22,66.76
S02,Baseline practice,6,10.3,255.07,Turn 1 Braking Zone,Sector 1,63.75,2.1,14.5,7002.0,2.0,394.38,66.56
S02,Baseline practice,6,10.8,263.87,Turn 1 Braking Zone,Sector 1,63.77,2.4,14.1,7004.0,2.1,396.02,66.34
