session_id,lap_a,lap_b,distance_m,track_section,speed_a_kmh,speed_b_kmh,speed_delta_kmh,throttle_a_pct,throttle_b_pct,throttle_delta_pct,brake_a_pct,brake_b_pct,brake_delta_pct,elapsed_a_s,elapsed_b_s,time_delta_s,delta_rate_s_per_100m
S02,2,3,945.0,Hairpin,38.75,38.41,-0.34,7.1,12.9,5.8,10.5,8.1,-2.4,46.724,47.055,0.331,0.04
S02,2,3,950.0,Hairpin,38.92,38.31,-0.61,7.7,20.4,12.7,13.7,3.8,-9.9,47.189,47.524,0.335,0.08
S02,2,3,955.0,Hairpin,38.77,38.07,-0.7,14.8,26.2,11.3,6.8,1.1,-5.7,47.654,47.993,0.339,0.08
S02,2,3,960.0,Hairpin,38.71,38.88,0.17,25.6,12.3,-13.4,2.5,9.2,6.7,48.12,48.459,0.339,0.0
S02,2,3,965.0,Hairpin,38.7,38.44,-0.26,28.8,9.2,-19.7,0.0,10.6,10.6,48.584,48.927,0.343,0.08
S02,2,3,970.0,Hairpin,38.42,38.7,0.28,29.6,3.6,-26.0,0.0,12.3,12.3,49.05,49.394,0.344,0.02
S02,2,3,975.0,Hairpin,38.12,38.7,0.58,28.9,11.2,-17.8,0.0,10.1,10.1,49.516,49.861,0.345,0.02
S02,2,3,980.0,Hairpin,38.09,38.37,0.28,24.4,23.1,-1.3,3.2,5.1,1.9,49.983,50.328,0.345,0.0
S02,2,3,985.0,Hairpin,38.76,38.2,-0.56,15.2,27.0,11.8,8.8,0.4,-8.4,50.45,50.797,0.347,0.04
S02,2,3,990.0,Hairpin,38.5,38.62,0.12,22.3,22.1,-0.3,1.8,4.8,3.0,50.916,51.264,0.348,0.02
S02,2,3,995.0,Hairpin,38.48,38.18,-0.31,28.0,31.6,3.6,0.0,0.0,0.0,51.383,51.733,0.35,0.04
S02,2,3,1000.0,Hairpin,38.44,39.09,0.65,25.0,0.5,-24.5,0.0,15.3,15.3,51.849,52.198,0.349,-0.02
S02,2,3,1005.0,Hairpin,38.15,38.66,0.51,31.4,9.4,-22.0,0.0,11.5,11.5,52.315,52.667,0.352,0.06
S02,2,3,1010.0,Final Corner,38.22,38.26,0.05,66.8,45.8,-21.0,3.1,0.0,-3.1,52.781,53.135,0.354,0.04
S02,2,3,1015.0,Final Corner,44.65,44.46,-0.19,78.7,81.8,3.1,0.0,0.0,0.0,53.209,53.566,0.357,0.06
S02,2,3,1020.0,Final Corner,50.31,50.28,-0.03,80.4,79.5,-1.0,0.0,0.0,0.0,53.581,53.939,0.358,0.02
S02,2,3,1025.0,Final Corner,55.13,55.22,0.08,78.9,83.5,4.6,0.0,0.0,0.0,53.918,54.275,0.357,-0.02
S02,2,3,1030.0,Final Corner,59.54,59.69,0.14,86.3,78.2,-8.1,0.0,0.0,0.0,54.228,54.585,0.357,0.0
S02,2,3,1035.0,Final Corner,63.5,63.4,-0.1,78.0,79.8,1.9,0.0,0.0,0.0,54.517,54.875,0.358,0.02
S02,2,3,1040.0,Final Corner,66.83,66.76,-0.07,77.0,78.4,1.4,0.0,0.0,0.0,54.791,55.148,0.357,-0.02
S02,2,3,1045.0,Final Corner,69.83,69.72,-0.11,79.8,75.4,-4.4,0.0,0.0,0.0,55.052,55.41,0.358,0.02
S02,2,3,1050.0,Final Corner,71.9,71.38,-0.51,35.1,33.5,-1.6,0.0,0.0,0.0,55.304,55.663,0.359,0.02
S02,2,3,1055.0,Final Corner,72.87,72.34,-0.53,36.1,35.8,-0.3,0.0,0.0,0.0,55.552,55.913,0.361,0.04
S02,2,3,1060.0,Final Corner,73.8,73.26,-0.54,1.0,14.7,13.7,14.6,9.4,-5.2,55.797,56.159,0.362,0.02
S02,2,3,1065.0,Final Corner,73.59,73.09,-0.49,24.4,32.0,7.6,7.8,0.9,-6.9,56.042,56.406,0.364,0.04
S02,2,3,1070.0,Final Corner,73.31,72.95,-0.36,34.8,36.3,1.5,0.0,0.0,0.0,56.288,56.652,0.364,0.0
S02,2,3,1075.0,Final Corner,73.08,72.74,-0.33,37.5,35.4,-2.1,0.0,0.2,0.2,56.533,56.899,0.366,0.04
S02,2,3,1080.0,Final Corner,73.09,73.09,0.0,30.5,14.2,-16.2,3.8,8.8,5.0,56.779,57.145,0.366,0.0
S02,2,3,1085.0,Final Corner,73.56,73.3,-0.26,8.1,3.0,-5.1,11.5,14.2,2.8,57.024,57.391,0.367,0.02
S02,2,3,1090.0,Final Corner,73.6,73.06,-0.55,11.0,23.3,12.3,11.2,6.8,-4.4,57.269,57.638,0.369,0.04
S02,2,3,1095.0,Final Corner,73.39,72.83,-0.56,35.6,35.2,-0.5,2.4,0.0,-2.4,57.515,57.885,0.37,0.02
S02,2,3,1100.0,Main Straight,73.0,72.52,-0.48,36.6,39.1,2.5,0.0,0.0,0.0,57.7,58.1,0.4,0.6
