session_id,lap_number,session_time_s,lap_time_s,distance_m,track_section,sector,speed_kmh,throttle_pct,brake_pressure_pct,rpm,steering_angle_deg,battery_voltage_v,powertrain_temp_c
S01,8,438.0,8.1,210.19,Main Straight,Sector 1,67.71,98.6,0.0,7325.0,-0.9,384.26,60.84
S01,8,438.1,8.2,212.12,Main Straight,Sector 1,69.2,0.0,12.0,7447.0,-0.5,394.98,60.74
S01,8,438.2,8.3,214.02,Main Straight,Sector 1,68.6,1.1,13.7,7398.0,0.7,393.93,60.65
S01,8,438.3,8.4,215.91,Main Straight,Sector 1,67.91,100.0,0.0,7341.0,-0.4,384.39,60.75
S01,8,438.4,8.5,217.84,Main Straight,Sector 1,69.42,0.6,12.0,7465.0,0.3,393.17,60.65
S01,8,438.5,8.6,219.75,Main Straight,Sector 1,68.81,0.0,16.2,7415.0,-1.1,393.01,60.55
S01,8,438.6,8.7,221.64,Turn 1 Braking Zone,Sector 1,68.0,35.9,0.0,7348.0,1.5,389.97,60.52
S01,8,438.7,8.8,223.54,Turn 1 Braking Zone,Sector 1,68.43,2.1,15.2,7384.0,-0.5,393.37,60.43
S01,8,438.8,8.9,225.42,Turn 1 Braking Zone,Sector 1,67.66,0.0,31.0,7321.0,1.5,394.76,60.33
S01,8,438.9,9.0,227.25,Turn 1 Braking Zone,Sector 1,66.1,2.3,28.3,7194.0,-0.5,393.17,60.24
S01,8,439.0,9.1,229.05,Turn 1 Braking Zone,Sector 1,64.68,0.0,21.3,7077.0,0.4,394.99,60.14
S01,8,439.1,9.2,230.82,Turn 1 Braking Zone,Sector 1,63.6,0.0,13.9,6990.0,1.6,393.83,60.04
S01,8,439.2,9.3,232.56,Turn 1 Braking Zone,Sector 1,62.9,3.4,13.3,6933.0,2.3,393.96,59.95
S01,8,439.3,9.4,234.29,Turn 1 Braking Zone,Sector 1,62.23,5.0,9.9,6878.0,-2.6,393.84,59.87
S01,8,439.4,9.5,236.01,Turn 1 Braking Zone,Sector 1,61.73,0.0,11.8,6837.0,0.0,394.7,59.77
S01,8,439.5,9.6,237.7,Turn 1 Braking Zone,Sector 1,61.14,4.5,11.9,6789.0,-2.9,394.13,59.68
S01,8,439.6,9.7,239.39,Turn 1 Braking Zone,Sector 1,60.54,0.0,15.2,6740.0,-1.2,394.11,59.58
S01,8,439.7,9.8,241.05,Turn 1 Braking Zone,Sector 1,59.77,80.7,0.0,6677.0,-1.8,386.52,59.63
S01,8,439.8,9.9,242.74,Turn 1 Braking Zone,Sector 1,61.1,2.6,15.2,6786.0,1.1,393.5,59.54
S01,8,439.9,10.0,244.42,Turn 1 Braking Zone,Sector 1,60.34,0.0,12.0,6723.0,-1.6,394.52,59.45
S01,8,440.0,10.1,246.08,Turn 1 Braking Zone,Sector 1,59.73,73.7,0.0,6674.0,-1.7,387.1,59.48
S01,8,440.1,10.2,247.77,Turn 1 Braking Zone,Sector 1,60.94,0.5,11.7,6773.0,-0.2,394.23,59.39
S01,8,440.2,10.3,249.45,Turn 1 Braking Zone,Sector 1,60.35,0.0,11.8,6724.0,1.2,394.13,59.29
S01,8,440.3,10.4,251.11,Turn 1 Braking Zone,Sector 1,59.75,73.9,0.0,6676.0,2.3,387.26,59.33
S01,8,440.4,10.5,252.8,Turn 1 Braking Zone,Sector 1,60.96,0.0,15.5,6775.0,-0.2,394.09,59.23
S01,8,440.5,10.6,254.47,Turn 1 Braking Zone,Sector 1,60.18,76.8,0.0,6711.0,-0.4,386.92,59.27
S01,8,440.6,10.7,256.18,Turn 1 Braking Zone,Sector 1,61.44,0.3,8.9,6814.0,2.2,394.43,59.18
S01,8,440.7,10.8,257.87,Turn 1 Braking Zone,Sector 1,60.99,0.0,13.3,6777.0,1.3,394.1,59.08
S01,8,440.8,10.9,259.55,Turn 1 Braking Zone,Sector 1,60.32,2.0,19.1,6722.0,0.5,394.9,58.99
S01,8,440.9,11.0,261.2,Turn 1 Braking Zone,Sector 1,59.36,71.7,0.0,6644.0,-2.1,387.49,59.03
S01,8,441.0,11.1,262.88,Turn 1 Braking Zone,Sector 1,60.53,3.8,14.3,6740.0,1.7,394.12,58.94
S01,8,441.1,11.2,264.54,Turn 1 Braking Zone,Sector 1,59.81,75.0,0.0,6681.0,2.1,386.43,58.98
S01,8,441.2,11.3,266.24,Turn 1 Braking Zone,Sector 1,61.04,0.0,15.3,6781.0,1.1,394.22,58.88
S01,8,441.3,11.4,267.91,Turn 1 Braking Zone,Sector 1,60.27,4.2,15.4,6718.0,0.8,394.48,58.8
S01,8,441.4,11.5,269.56,Turn 1 Braking Zone,Sector 1,59.49,77.7,0.0,6655.0,0.8,386.76,58.84
S01,8,441.5,11.6,271.25,Turn 1 Braking Zone,Sector 1,60.78,0.0,10.3,6760.0,2.2,394.81,58.75
S01,8,441.6,11.7,272.93,Turn 1 Braking Zone,Sector 1,60.26,0.0,17.0,6717.0,1.1,394.97,58.65
S01,8,441.7,11.8,274.58,Turn 1 Braking Zone,Sector 1,59.4,77.2,0.0,6647.0,1.9,387.49,58.69
S01,8,441.8,11.9,276.26,Turn 1 Braking Zone,Sector 1,60.68,1.4,15.3,6752.0,-1.7,394.68,58.6
S01,8,441.9,12.0,277.93,Turn 1 Braking Zone,Sector 1,59.91,80.4,0.0,6689.0,-3.4,385.09,58.65
S01,8,442.0,12.1,279.63,Turn 1 Braking Zone,Sector 1,61.24,0.0,16.2,6797.0,-0.4,394.91,58.56
S01,8,442.1,12.2,281.31,Turn 1 Medium Left,Sector 1,60.42,0.0,16.7,6731.0,-6.1,394.19,58.47
S01,8,442.2,12.3,282.96,Turn 1 Medium Left,Sector 1,59.58,33.9,0.0,6662.0,-5.5,389.5,58.43
S01,8,442.3,12.4,284.63,Turn 1 Medium Left,Sector 1,60.04,35.5,0.0,6700.0,-5.4,390.82,58.4
S01,8,442.4,12.5,286.31,Turn 1 Medium Left,Sector 1,60.53,3.2,15.7,6740.0,-12.4,394.0,58.31
S01,8,442.5,12.6,287.97,Turn 1 Medium Left,Sector 1,59.74,35.5,0.0,6675.0,-21.1,389.55,58.28
S01,8,442.6,12.7,289.64,Turn 1 Medium Left,Sector 1,60.24,0.8,13.6,6715.0,-23.7,393.46,58.19
S01,8,442.7,12.8,291.3,Turn 1 Medium Left,Sector 1,59.55,34.8,0.0,6659.0,-25.5,390.48,58.16
S01,8,442.8,12.9,292.96,Turn 1 Medium Left,Sector 1,60.03,34.3,0.0,6699.0,-27.1,390.3,58.13
S01,8,442.9,13.0,294.64,Turn 1 Medium Left,Sector 1,60.5,2.3,14.3,6737.0,-25.2,392.93,58.04
S01,8,443.0,13.1,296.31,Turn 1 Medium Left,Sector 1,59.78,31.0,0.0,6678.0,-28.7,389.85,58.0
S01,8,443.1,13.2,297.98,Turn 1 Medium Left,Sector 1,60.19,34.7,0.0,6711.0,-36.7,391.0,57.97
S01,8,443.2,13.3,299.66,Turn 1 Medium Left,Sector 1,60.66,5.1,15.8,6750.0,-39.1,394.83,57.89
S01,8,443.3,13.4,301.33,Turn 1 Medium Left,Sector 1,59.86,30.7,0.0,6685.0,-39.3,391.76,57.85
S01,8,443.4,13.5,303.0,Turn 1 Medium Left,Sector 1,60.27,0.9,16.0,6718.0,-48.9,393.41,57.76
S01,8,443.5,13.6,304.65,Turn 1 Medium Left,Sector 1,59.46,37.2,0.0,6652.0,-46.9,391.25,57.74
S01,8,443.6,13.7,306.32,Turn 1 Medium Left,Sector 1,59.99,33.1,0.0,6695.0,-48.5,390.77,57.7
S01,8,443.7,13.8,308.0,Turn 1 Medium Left,Sector 1,60.43,2.9,15.6,6731.0,-53.1,394.45,57.62
S01,8,443.8,13.9,309.65,Turn 1 Medium Left,Sector 1,59.65,32.5,0.0,6667.0,-56.5,391.03,57.58
S01,8,443.9,14.0,311.32,Turn 1 Medium Left,Sector 1,60.08,38.6,0.0,6703.0,-58.2,390.14,57.56
S01,8,444.0,14.1,313.01,Turn 1 Medium Left,Sector 1,60.63,0.0,16.0,6747.0,-58.5,394.15,57.47
S01,8,444.1,14.2,314.67,Turn 1 Medium Left,Sector 1,59.82,32.0,0.0,6681.0,-59.3,392.04,57.44
S01,8,444.2,14.3,316.34,Turn 1 Medium Left,Sector 1,60.25,0.4,14.0,6716.0,-63.2,394.8,57.35
S01,8,444.3,14.4,318.0,Turn 1 Medium Left,Sector 1,59.54,30.4,0.0,6659.0,-63.4,391.75,57.31
S01,8,444.4,14.5,319.66,Turn 1 Medium Left,Sector 1,59.94,30.5,0.0,6691.0,-66.4,391.46,57.27
S01,8,444.5,14.6,321.34,Turn 1 Medium Left,Sector 1,60.34,4.8,12.5,6723.0,-63.0,392.77,57.19
S01,8,444.6,14.7,322.99,Turn 1 Medium Left,Sector 1,59.71,34.4,0.0,6672.0,-67.4,391.29,57.16
S01,8,444.7,14.8,324.67,Turn 1 Medium Left,Sector 1,60.18,34.8,0.0,6710.0,-71.1,389.52,57.13
S01,8,444.8,14.9,326.35,Turn 1 Medium Left,Sector 1,60.65,1.9,19.6,6749.0,-68.3,393.55,57.05
S01,8,444.9,15.0,328.01,Turn 1 Medium Left,Sector 1,59.67,38.1,0.0,6669.0,-68.9,390.86,57.02
S01,8,445.0,15.1,329.68,Turn 1 Medium Left,Sector 1,60.21,40.4,0.0,6713.0,-68.5,390.08,57.0
S01,8,445.1,15.2,331.37,Turn 1 Medium Left,Sector 1,60.78,1.7,15.7,6760.0,-73.2,393.51,56.92
S01,8,445.2,15.3,333.04,Turn 1 Medium Left,Sector 1,59.99,34.2,0.0,6695.0,-70.6,390.54,56.89
S01,8,445.3,15.4,334.72,Turn 1 Medium Left,Sector 1,60.46,0.0,19.7,6733.0,-68.4,394.45,56.8
S01,8,445.4,15.5,336.37,Turn 1 Medium Left,Sector 1,59.46,38.7,0.0,6652.0,-72.8,390.7,56.78
S01,8,445.5,15.6,338.03,Turn 1 Medium Left,Sector 1,60.02,36.0,0.0,6697.0,-74.8,390.23,56.75
S01,8,445.6,15.7,339.72,Turn 1 Medium Left,Sector 1,60.52,0.0,17.7,6738.0,-73.3,393.77,56.66
S01,8,445.7,15.8,341.37,Turn 1 Medium Left,Sector 1,59.62,37.3,0.0,6665.0,-69.1,390.7,56.64
S01,8,445.8,15.9,343.04,Turn 1 Medium Left,Sector 1,60.15,33.8,0.0,6708.0,-73.3,390.83,56.61
S01,8,445.9,16.0,344.73,Turn 1 Medium Left,Sector 1,60.61,0.0,17.5,6745.0,-72.9,394.25,56.52
S01,8,446.0,16.1,346.38,Turn 1 Medium Left,Sector 1,59.73,35.4,0.0,6674.0,-71.6,390.45,56.49
S01,8,446.1,16.2,348.06,Turn 1 Medium Left,Sector 1,60.21,34.2,0.0,6713.0,-64.4,390.55,56.47
S01,8,446.2,16.3,349.74,Turn 1 Medium Left,Sector 1,60.68,0.0,16.4,6751.0,-62.5,393.6,56.38
S01,8,446.3,16.4,351.41,Turn 1 Medium Left,Sector 1,59.85,33.5,0.0,6684.0,-65.3,391.3,56.35
S01,8,446.4,16.5,353.08,Turn 1 Medium Left,Sector 1,60.3,3.7,15.4,6721.0,-63.9,393.32,56.27
S01,8,446.5,16.6,354.73,Turn 1 Medium Left,Sector 1,59.53,33.9,0.0,6657.0,-63.7,390.5,56.24
S01,8,446.6,16.7,356.4,Turn 1 Medium Left,Sector 1,59.99,36.7,0.0,6695.0,-60.7,391.17,56.22
S01,8,446.7,16.8,358.08,Turn 1 Medium Left,Sector 1,60.5,0.0,16.4,6737.0,-61.7,394.06,56.13
S01,8,446.8,16.9,359.74,Turn 1 Medium Left,Sector 1,59.68,36.5,0.0,6670.0,-56.8,390.52,56.1
S01,8,446.9,17.0,361.41,Turn 1 Medium Left,Sector 1,60.19,29.4,0.0,6711.0,-57.7,392.66,56.07
S01,8,447.0,17.1,363.09,Turn 1 Medium Left,Sector 1,60.56,6.2,13.8,6742.0,-50.8,393.76,55.99
S01,8,447.1,17.2,364.76,Turn 1 Medium Left,Sector 1,59.87,34.7,0.0,6685.0,-46.4,391.14,55.96
S01,8,447.2,17.3,366.43,Turn 1 Medium Left,Sector 1,60.34,3.4,15.1,6724.0,-42.6,393.51,55.88
S01,8,447.3,17.4,368.09,Turn 1 Medium Left,Sector 1,59.58,32.9,0.0,6662.0,-40.9,391.22,55.85
S01,8,447.4,17.5,369.75,Turn 1 Medium Left,Sector 1,60.02,30.5,0.0,6698.0,-42.1,390.34,55.82
S01,8,447.5,17.6,371.43,Turn 1 Medium Left,Sector 1,60.42,4.8,17.5,6730.0,-42.4,394.24,55.74
S01,8,447.6,17.7,373.09,Turn 1 Medium Left,Sector 1,59.54,33.8,0.0,6658.0,-36.7,390.69,55.71
S01,8,447.7,17.8,374.75,Turn 1 Medium Left,Sector 1,60.0,34.8,0.0,6696.0,-28.9,391.05,55.69
S01,8,447.8,17.9,376.43,Turn 1 Medium Left,Sector 1,60.48,0.9,15.8,6735.0,-28.9,394.17,55.6
S01,8,447.9,18.0,378.09,Turn 1 Medium Left,Sector 1,59.68,30.3,0.0,6670.0,-24.7,391.05,55.57
S01,8,448.0,18.1,379.76,Turn 1 Medium Left,Sector 1,60.07,34.4,0.0,6702.0,-23.7,389.9,55.54
S01,8,448.1,18.2,381.44,Turn 1 Medium Left,Sector 1,60.54,4.2,13.2,6740.0,-20.1,393.89,55.46
S01,8,448.2,18.3,383.1,Turn 1 Medium Left,Sector 1,59.87,33.7,0.0,6686.0,-11.4,391.87,55.44
S01,8,448.3,18.4,384.78,Turn 1 Medium Left,Sector 1,60.33,0.0,15.7,6723.0,-13.1,394.16,55.35
S01,8,448.4,18.5,386.43,Turn 1 Medium Left,Sector 1,59.54,32.8,0.0,6658.0,-10.2,390.48,55.32
S01,8,448.5,18.6,388.1,Turn 1 Medium Left,Sector 1,59.98,35.6,0.0,6695.0,0.3,390.92,55.3
S01,8,448.6,18.7,389.78,Turn 1 Medium Left,Sector 1,60.47,0.0,15.2,6735.0,-2.3,394.36,55.21
S01,8,448.7,18.8,391.44,Back Straight,Sector 2,59.71,100.0,0.0,6672.0,2.0,385.03,55.3
S01,8,448.8,18.9,393.14,Back Straight,Sector 2,61.4,100.0,0.0,6811.0,-1.1,384.25,55.4
S01,8,448.9,19.0,394.9,Back Straight,Sector 2,63.07,96.5,0.0,6946.0,-0.6,385.04,55.49
S01,8,449.0,19.1,396.69,Back Straight,Sector 2,64.63,97.8,0.0,7074.0,3.2,385.34,55.59
S01,8,449.1,19.2,398.53,Back Straight,Sector 2,66.18,95.4,0.0,7200.0,-2.2,384.51,55.69
S01,8,449.2,19.3,400.41,Back Straight,Sector 2,67.65,100.0,0.0,7320.0,-1.3,384.34,55.79
S01,8,449.3,19.4,402.33,Back Straight,Sector 2,69.17,100.0,0.0,7444.0,-0.9,384.71,55.9
S01,8,449.4,19.5,404.29,Back Straight,Sector 2,70.64,100.0,0.0,7565.0,2.1,384.16,56.02
S01,8,449.5,19.6,406.3,Back Straight,Sector 2,72.09,99.5,0.0,7682.0,-0.2,383.64,56.13
S01,8,449.6,19.7,408.34,Back Straight,Sector 2,73.49,97.3,0.0,7797.0,2.1,382.96,56.25
S01,8,449.7,19.8,410.41,Back Straight,Sector 2,74.82,100.0,0.0,7905.0,-0.5,383.59,56.37
S01,8,449.8,19.9,412.53,Back Straight,Sector 2,76.16,100.0,0.0,8015.0,1.4,382.8,56.5
S01,8,449.9,20.0,414.68,Back Straight,Sector 2,77.46,100.0,0.0,8121.0,1.3,382.88,56.62
S01,8,450.0,20.1,416.87,Back Straight,Sector 2,78.74,94.9,0.0,8225.0,-0.8,383.35,56.74
S01,8,450.1,20.2,419.09,Back Straight,Sector 2,79.9,96.8,0.0,8320.0,-1.2,383.8,56.87
S01,8,450.2,20.3,421.34,Back Straight,Sector 2,81.07,100.0,0.0,8415.0,1.1,383.14,57.0
S01,8,450.3,20.4,423.63,Back Straight,Sector 2,82.24,97.2,0.0,8511.0,-0.5,383.01,57.13
S01,8,450.4,20.5,425.94,Back Straight,Sector 2,83.35,98.7,0.0,8601.0,-2.9,384.39,57.27
S01,8,450.5,20.6,428.29,Back Straight,Sector 2,84.45,100.0,0.0,8691.0,0.3,381.8,57.41
S01,8,450.6,20.7,430.66,Back Straight,Sector 2,85.54,94.8,0.0,8780.0,1.0,384.33,57.54
S01,8,450.7,20.8,433.07,Back Straight,Sector 2,86.53,100.0,0.0,8861.0,-0.7,382.76,57.68
S01,8,450.8,20.9,435.5,Back Straight,Sector 2,87.56,98.1,0.0,8945.0,1.4,382.96,57.83
S01,8,450.9,21.0,437.96,Back Straight,Sector 2,88.53,100.0,0.0,9024.0,-1.7,382.82,57.98
S01,8,451.0,21.1,440.44,Back Straight,Sector 2,89.51,100.0,0.0,9104.0,3.4,382.65,58.13
S01,8,451.1,21.2,442.96,Back Straight,Sector 2,90.45,100.0,0.0,9181.0,0.3,381.54,58.28
S01,8,451.2,21.3,445.49,Back Straight,Sector 2,91.37,94.0,0.0,9256.0,-2.1,382.74,58.42
S01,8,451.3,21.4,448.05,Back Straight,Sector 2,92.2,97.0,0.0,9323.0,-0.9,382.19,58.56
S01,8,451.4,21.5,450.64,Back Straight,Sector 2,93.03,100.0,0.0,9391.0,0.9,382.03,58.72
S01,8,451.5,21.6,453.25,Back Straight,Sector 2,93.88,0.0,15.4,9460.0,2.1,393.98,58.63
S01,8,451.6,21.7,455.83,Back Straight,Sector 2,93.1,0.5,15.1,9397.0,-2.3,394.48,58.54
S01,8,451.7,21.8,458.4,Back Straight,Sector 2,92.34,97.5,0.0,9335.0,3.1,383.25,58.68
S01,8,451.8,21.9,460.99,Back Straight,Sector 2,93.18,6.5,11.7,9403.0,-1.7,394.59,58.61
S01,8,451.9,22.0,463.56,Back Straight,Sector 2,92.59,99.4,0.0,9355.0,0.0,382.2,58.76
S01,8,452.0,22.1,466.15,Back Straight,Sector 2,93.44,0.0,15.4,9424.0,-2.4,393.33,58.67
S01,8,452.1,22.2,468.73,Back Straight,Sector 2,92.66,100.0,0.0,9361.0,1.0,382.68,58.82
S01,8,452.2,22.3,471.33,Back Straight,Sector 2,93.52,0.3,13.9,9431.0,0.5,393.04,58.73
S01,8,452.3,22.4,473.9,Back Straight,Sector 2,92.82,96.8,0.0,9374.0,-2.2,382.69,58.88
S01,8,452.4,22.5,476.5,Back Straight,Sector 2,93.63,0.0,13.0,9441.0,-0.0,394.31,58.78
S01,8,452.5,22.6,479.09,Back Straight,Sector 2,92.98,94.9,0.0,9387.0,0.2,383.85,58.93
S01,8,452.6,22.7,481.69,Back Straight,Sector 2,93.77,1.6,15.0,9452.0,1.4,395.06,58.84
S01,8,452.7,22.8,484.28,Back Straight,Sector 2,93.01,99.3,0.0,9390.0,-0.5,381.78,58.99
S01,8,452.8,22.9,486.88,Back Straight,Sector 2,93.85,0.0,14.9,9458.0,-0.7,393.86,58.9
S01,8,452.9,23.0,489.47,Back Straight,Sector 2,93.1,0.0,13.2,9397.0,-1.2,394.45,58.8
S01,8,453.0,23.1,492.04,Back Straight,Sector 2,92.44,96.4,0.0,9343.0,-3.0,383.11,58.95
S01,8,453.1,23.2,494.63,Back Straight,Sector 2,93.26,0.0,11.5,9410.0,-2.0,393.32,58.85
S01,8,453.2,23.3,497.2,Back Straight,Sector 2,92.68,98.9,0.0,9363.0,-0.5,382.16,59.01
S01,8,453.3,23.4,499.8,Back Straight,Sector 2,93.52,2.6,13.4,9431.0,1.1,394.3,58.92
S01,8,453.4,23.5,502.38,Back Straight,Sector 2,92.85,100.0,0.0,9376.0,-0.5,382.26,59.07
S01,8,453.5,23.6,504.98,Back Straight,Sector 2,93.7,0.0,13.7,9446.0,-0.1,393.26,58.98
S01,8,453.6,23.7,507.56,Back Straight,Sector 2,93.01,0.0,100.0,9389.0,-3.6,394.59,58.88
S01,8,453.7,23.8,510.01,Back Straight,Sector 2,87.97,0.0,100.0,8978.0,0.9,393.81,58.79
S01,8,453.8,23.9,512.31,Back Straight,Sector 2,82.93,1.7,100.0,8567.0,-1.5,395.14,58.7
S01,8,453.9,24.0,514.48,Back Straight,Sector 2,77.89,1.6,95.6,8156.0,0.7,394.56,58.61
S01,8,454.0,24.1,516.51,Back Straight,Sector 2,73.07,1.8,79.0,7762.0,-1.2,393.99,58.52
S01,8,454.1,24.2,518.42,Back Straight,Sector 2,69.09,0.0,63.7,7438.0,4.4,394.09,58.42
S01,8,454.2,24.3,520.25,Back Straight,Sector 2,65.88,5.0,50.6,7176.0,2.1,394.58,58.34
S01,8,454.3,24.4,522.01,Back Straight,Sector 2,63.33,4.4,39.7,6968.0,0.9,393.24,58.26
S01,8,454.4,24.5,523.72,Back Straight,Sector 2,61.33,0.2,37.4,6805.0,1.1,393.98,58.16
S01,8,454.5,24.6,525.37,Back Straight,Sector 2,59.44,0.8,29.5,6651.0,-2.2,394.24,58.07
S01,8,454.6,24.7,526.98,Back Straight,Sector 2,57.96,0.0,25.3,6529.0,-0.4,393.61,57.98
S01,8,454.7,24.8,528.55,Back Straight,Sector 2,56.68,1.7,17.5,6425.0,-1.0,394.38,57.89
S01,8,454.8,24.9,530.1,Back Straight,Sector 2,55.8,1.8,11.5,6353.0,0.7,393.37,57.8
S01,8,454.9,25.0,531.64,Back Straight,Sector 2,55.22,0.0,16.1,6306.0,-1.6,395.01,57.71
S01,8,455.0,25.1,533.15,Back Straight,Sector 2,54.41,0.0,10.5,6239.0,-1.2,393.76,57.62
S01,8,455.1,25.2,534.64,Back Straight,Sector 2,53.87,0.0,8.6,6196.0,-0.4,394.09,57.53
S01,8,455.2,25.3,536.13,Back Straight,Sector 2,53.44,0.0,14.8,6161.0,0.5,394.31,57.43
S01,8,455.3,25.4,537.59,Back Straight,Sector 2,52.69,1.2,12.0,6100.0,-2.0,393.91,57.35
S01,8,455.4,25.5,539.04,Back Straight,Sector 2,52.09,99.1,0.0,6050.0,-1.5,385.13,57.41
S01,8,455.5,25.6,540.54,Back Straight,Sector 2,53.93,0.0,14.7,6201.0,-0.6,394.59,57.32
S01,8,455.6,25.7,542.01,Back Straight,Sector 2,53.19,2.5,14.9,6140.0,-2.4,394.02,57.24
S01,8,455.7,25.8,543.47,Back Straight,Sector 2,52.43,5.8,18.7,6079.0,1.4,393.37,57.15
S01,8,455.8,25.9,544.9,Back Straight,Sector 2,51.49,100.0,0.0,6002.0,1.6,385.6,57.22
S01,8,455.9,26.0,546.38,Back Straight,Sector 2,53.37,0.0,12.2,6155.0,0.9,394.35,57.13
S01,8,456.0,26.1,547.85,Back Straight,Sector 2,52.75,0.6,10.4,6104.0,-0.0,394.01,57.04
S01,8,456.1,26.2,549.3,Back Straight,Sector 2,52.23,97.6,0.0,6062.0,0.2,383.71,57.11
S01,8,456.2,26.3,550.8,Back Straight,Sector 2,54.04,1.7,15.2,6210.0,0.4,394.49,57.02
S01,8,456.3,26.4,552.28,Back Straight,Sector 2,53.27,0.0,15.6,6147.0,0.7,394.36,56.93
S01,8,456.4,26.5,553.74,Back Straight,Sector 2,52.49,1.3,12.0,6083.0,-2.8,393.65,56.85
S01,8,456.5,26.6,555.18,Back Straight,Sector 2,51.88,100.0,0.0,6034.0,1.1,385.05,56.92
S01,8,456.6,26.7,556.67,Back Straight,Sector 2,53.75,1.3,13.6,6186.0,-0.2,394.76,56.83
S01,8,456.7,26.8,558.15,Back Straight,Sector 2,53.06,1.0,12.3,6130.0,-3.5,393.76,56.74
S01,8,456.8,26.9,559.6,Back Straight,Sector 2,52.45,0.0,12.8,6080.0,-2.3,393.32,56.65
S01,8,456.9,27.0,561.04,Technical Esses,Sector 2,51.8,31.8,0.0,6027.0,3.1,391.16,56.61
S01,8,457.0,27.1,562.49,Technical Esses,Sector 2,52.28,0.0,11.9,6066.0,4.5,393.98,56.52
S01,8,457.1,27.2,563.93,Technical Esses,Sector 2,51.68,35.9,0.0,6017.0,11.3,390.91,56.49
S01,8,457.2,27.3,565.38,Technical Esses,Sector 2,52.24,34.8,0.0,6063.0,7.1,391.58,56.46
S01,8,457.3,27.4,566.85,Technical Esses,Sector 2,52.78,0.0,14.2,6107.0,11.2,394.2,56.37
S01,8,457.4,27.5,568.29,Technical Esses,Sector 2,52.06,33.9,0.0,6048.0,19.6,391.8,56.34
S01,8,457.5,27.6,569.75,Technical Esses,Sector 2,52.58,0.0,12.8,6090.0,22.8,394.3,56.25
S01,8,457.6,27.7,571.2,Technical Esses,Sector 2,51.94,36.2,0.0,6038.0,20.3,391.19,56.22
S01,8,457.7,27.8,572.66,Technical Esses,Sector 2,52.5,0.0,15.3,6084.0,28.8,394.68,56.13
S01,8,457.8,27.9,574.09,Technical Esses,Sector 2,51.73,35.4,0.0,6021.0,28.8,390.65,56.1
S01,8,457.9,28.0,575.54,Technical Esses,Sector 2,52.28,0.0,15.1,6066.0,31.7,393.62,56.01
S01,8,458.0,28.1,576.98,Technical Esses,Sector 2,51.52,27.3,0.0,6004.0,34.2,391.73,55.96
S01,8,458.1,28.2,578.42,Technical Esses,Sector 2,51.9,35.1,0.0,6035.0,35.6,390.51,55.93
S01,8,458.2,28.3,579.87,Technical Esses,Sector 2,52.45,0.0,18.7,6080.0,39.8,393.99,55.85
S01,8,458.3,28.4,581.3,Technical Esses,Sector 2,51.51,27.5,0.0,6003.0,43.2,392.03,55.8
S01,8,458.4,28.5,582.75,Technical Esses,Sector 2,51.9,31.5,0.0,6035.0,43.4,391.76,55.76
S01,8,458.5,28.6,584.2,Technical Esses,Sector 2,52.37,0.0,13.4,6073.0,48.0,394.4,55.68
S01,8,458.6,28.7,585.64,Technical Esses,Sector 2,51.69,30.1,0.0,6018.0,49.0,391.72,55.64
S01,8,458.7,28.8,587.09,Technical Esses,Sector 2,52.13,34.0,0.0,6054.0,50.2,390.46,55.61
S01,8,458.8,28.9,588.55,Technical Esses,Sector 2,52.65,0.3,17.6,6096.0,51.4,394.56,55.52
S01,8,458.9,29.0,589.99,Technical Esses,Sector 2,51.77,33.2,0.0,6024.0,52.3,391.42,55.49
S01,8,459.0,29.1,591.44,Technical Esses,Sector 2,52.27,0.0,14.1,6065.0,61.5,394.87,55.4
S01,8,459.1,29.2,592.87,Technical Esses,Sector 2,51.56,35.3,0.0,6007.0,60.1,392.02,55.37
S01,8,459.2,29.3,594.32,Technical Esses,Sector 2,52.11,35.5,0.0,6052.0,63.9,391.51,55.34
S01,8,459.3,29.4,595.78,Technical Esses,Sector 2,52.66,0.0,14.1,6097.0,65.1,394.22,55.25
S01,8,459.4,29.5,597.22,Technical Esses,Sector 2,51.95,31.4,0.0,6039.0,63.9,392.51,55.22
S01,8,459.5,29.6,598.68,Technical Esses,Sector 2,52.41,2.4,11.0,6077.0,66.8,394.03,55.13
S01,8,459.6,29.7,600.12,Technical Esses,Sector 2,51.86,34.1,0.0,6032.0,66.7,391.15,55.1
S01,8,459.7,29.8,601.57,Technical Esses,Sector 2,52.38,0.0,14.0,6075.0,72.4,393.82,55.02
S01,8,459.8,29.9,603.01,Technical Esses,Sector 2,51.68,30.5,0.0,6017.0,72.2,391.78,54.98
S01,8,459.9,30.0,604.46,Technical Esses,Sector 2,52.13,31.9,0.0,6054.0,74.6,390.04,54.95
S01,8,460.0,30.1,605.92,Technical Esses,Sector 2,52.6,2.8,12.4,6092.0,74.9,393.75,54.87
S01,8,460.1,30.2,607.36,Technical Esses,Sector 2,51.98,35.0,0.0,6042.0,76.1,391.1,54.84
S01,8,460.2,30.3,608.82,Technical Esses,Sector 2,52.52,0.5,14.2,6086.0,83.3,393.8,54.75
S01,8,460.3,30.4,610.26,Technical Esses,Sector 2,51.8,37.6,0.0,6027.0,77.6,390.33,54.73
S01,8,460.4,30.5,611.72,Technical Esses,Sector 2,52.4,0.1,13.9,6076.0,87.5,394.69,54.64
